recdate,comptextkind,textcat,textsubcat,text,cokey,cotextkey
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Ustic Torrifluvents component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on stream terraces, flood plains. The parent material consists of sandy, clayey, stratified loamy. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY037CO Saline Overflow ecological site. Nonirrigated land capability classification is 3e. Irrigated land capability classification is 2e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 6 percent. There are no saline horizons within 30 inches of the soil surface. ",14875510,14287424
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875505,14287419
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875504,14287418
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Blendon component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on terraces, alluvial fans. The parent material consists of sandy alluvium derived from arkose. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R049BY210CO Sandy Foothill ecological site. Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 1 percent.  ",14875503,14287417
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875558,14287487
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875559,14287488
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Ascalon component makes up 85 percent of the map unit. Slopes are 1 to 3 percent. This component is on uplands, flats. The parent material consists of mixed alluvium and/or eolian deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent. This component is in the R069XY026CO Sandy Plains ecological site. Nonirrigated land capability classification is 4e. Irrigated land capability classification is 3e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 5 percent. There are no saline horizons within 30 inches of the soil surface. ",14875564,14287493
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875565,14287494
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875566,14287495
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Connerton component makes up 45 percent of the map unit. Slopes are 8 to 30 percent. This component is on alluvial fans, hills. The parent material consists of alluvium derived from sandstone. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent. This component is in the R049XC202CO Loamy Foothill   14-19 P.z. ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 3 percent.  ",14875567,14287496
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Rock outcrop is a miscellaneous area.,14875568,14287497
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875569,14287498
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Ellicott component makes up 85 percent of the map unit. Slopes are 0 to 5 percent. This component is on stream terraces, flood plains. The parent material consists of sandy alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is somewhat excessively drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is frequently flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY031CO Sandy Bottomland ecological site. Nonirrigated land capability classification is 7w.  This soil does not meet hydric criteria.   ",14875589,14287518
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Fluvaquentic haplaquoll soil is a minor component.,14875590,14287519
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875591,14287520
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875592,14287521
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Fluvaquentic Haplaquolls component makes up 85 percent of the map unit. Slopes are 0 to 2 percent. This component is on flood plains, swales, marshes. The parent material consists of alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is frequently flooded. It is not ponded. A seasonal zone of water saturation is at 12 inches during January, February, March, April, May, June, July, November, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 5w.  This soil meets hydric criteria.  There are no saline horizons within 30 inches of the soil surface. ",14875593,14287522
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Haplaquolls soil is a minor component.,14875594,14287523
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875595,14287524
03/06/2015 00:00:00,Miscellaneous notes,Pedon location,,"This component pedon is located in MLRA 69, El Paso County, in map unit 61-Olney sandy loam, 3 to 5 percent slopes. ",14875596,14287525
06/29/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Ascalon component makes up 85 percent of the map unit. Slopes are 3 to 9 percent. This component is on interfluves, dissected plains. The parent material consists of wind-reworked alluvium and/or calcareous sandy eolian deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R067BY024CO Sandy Plains ecological site. Nonirrigated land capability classification is 6e. Irrigated land capability classification is 6e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 8 percent. There are no saline horizons within 30 inches of the soil surface. ",14875596,14287526
06/26/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Vona soil is a minor component.,14875597,14287527
06/26/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Olnest soil is a minor component.,14875598,14287528
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,"The Fortwingate component makes up 40 percent of the map unit. Slopes are 15 to 40 percent. This component is on mountains. The parent material consists of residuum weathered from sandstone and shale. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is very low. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R049BY204CO Shallow Foothill ecological site. Nonirrigated land capability classification is 7e.  This soil does not meet hydric criteria.   ",14875605,14287535
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Rock outcrop is a miscellaneous area.,14875606,14287536
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Other soils soil is a minor component.,14875607,14287537
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Heldt component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on alluvial fans, stream terraces. The parent material consists of clayey alluvium derived from shale. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY047CO Alkaline Plains ecological site. Nonirrigated land capability classification is 4c. Irrigated land capability classification is 3e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 8 percent. There are no saline horizons within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 6 within 30 inches of the soil surface.",14875608,14287538
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875609,14287539
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875610,14287540
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,The Jarre component makes up 40 percent of the map unit. Slopes are 8 to 30 percent. This component is on alluvial fans. The parent material consists of alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R048AY222CO Loamy Park ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.   ,14875620,14287550
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,The Tecolote component makes up 30 percent of the map unit. Slopes are 8 to 65 percent. This component is on alluvial fans. The parent material consists of alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 7e.  This soil does not meet hydric criteria.   ,14875621,14287551
09/16/2014 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Other soils soil is a minor component.,14875622,14287552
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Kutch component makes up 85 percent of the map unit. Slopes are 3 to 5 percent. This component is on uplands, hills. The parent material consists of calcareous residuum weathered from clayey shale. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R048AY289CO Clayey Foothills ecological site. Nonirrigated land capability classification is 4e. Irrigated land capability classification is 4e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 3 percent. There are no saline horizons within 30 inches of the soil surface. ",14875638,14287568
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875639,14287569
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875640,14287570
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Kutch component makes up 85 percent of the map unit. Slopes are 5 to 20 percent. This component is on hills, uplands. The parent material consists of calcareous residuum weathered from clayey shale. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R048AY289CO Clayey Foothills ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 3 percent. There are no saline horizons within 30 inches of the soil surface. ",14875641,14287571
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875642,14287572
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Kutler component makes up 35 percent of the map unit. Slopes are 25 to 65 percent. This component is on mountains. The parent material consists of residuum weathered from granite. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is somewhat excessively drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R048AY222CO Loamy Park ecological site. Nonirrigated land capability classification is 7e.  This soil does not meet hydric criteria.   ",14875643,14287573
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Broadmoor component makes up 30 percent of the map unit. Slopes are 25 to 70 percent. This component is on mountains. The parent material consists of residuum weathered from granite. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is somewhat excessively drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 7e.  This soil does not meet hydric criteria.   ",14875644,14287574
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Rock outcrop is a miscellaneous area.,14875645,14287575
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875646,14287576
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875647,14287577
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Limon, Occasionally flooded component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on flood plains, alluvial fans. The parent material consists of clayey alluvium derived from shale. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is high. This soil is occasionally flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY033CO Salt Flat ecological site. Nonirrigated land capability classification is 4e. Irrigated land capability classification is 3e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 6 percent. The soil has a slightly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 5 within 30 inches of the soil surface.",14875648,14287578
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875649,14287579
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875650,14287580
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Louviers component makes up 85 percent of the map unit. Slopes are 3 to 18 percent. This component is on uplands, hills. The parent material consists of noncalcareous clayey alluvium. Depth to a root restrictive layer, bedrock, paralithic, is 10 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R048AY289CO Clayey Foothills ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.   ",14875651,14287581
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875652,14287582
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Manvel component makes up 90 percent of the map unit. Slopes are 3 to 9 percent. This component is on uplands, hills, fans. The parent material consists of loamy alluvium derived from limestone and shale. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY006CO Loamy Plains, Lru's A & B 10-14 Inches, P.z.  ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 28 percent. The soil has a very slightly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 3 within 30 inches of the soil surface.",14875658,14287594
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875659,14287595
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875660,14287596
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Manzanola component makes up 85 percent of the map unit. Slopes are 3 to 9 percent. This component is on terraces, fans, hills. The parent material consists of calcareous clayey alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY006CO Loamy Plains, Lru's A & B 10-14 Inches, P.z.  ecological site. Nonirrigated land capability classification is 6c.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 15 percent. There are no saline horizons within 30 inches of the soil surface. ",14875665,14287613
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875666,14287614
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875667,14287615
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Midway component makes up 85 percent of the map unit. Slopes are 3 to 25 percent. This component is on uplands, hills. The parent material consists of slope alluvium over residuum weathered from shale. Depth to a root restrictive layer, bedrock, paralithic, is 6 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the R069XY046CO Shaly Plains ecological site. Nonirrigated land capability classification is 7e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 10 percent. The soil has a slightly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 8 within 30 inches of the soil surface.",14875668,14287616
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Other soils soil is a minor component.,14875669,14287617
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pleasant soil is a minor component.,14875670,14287618
09/10/2015 00:00:00,Nontechnical description,GENSOIL,generated,"The Nelson component makes up 45 percent of the map unit. Slopes are 3 to 12 percent. This component is on upland hills. The parent material consists of calcareous residuum weathered from interbedded sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent. This component is in the R069XY046CO Shaly Plains ecological site. Nonirrigated land capability classification is 6e. Irrigated land capability classification is 4e. This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 8 percent. There are no saline horizons within 30 inches of the soil surface. ",14875673,14287621
