monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982740
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982741
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982742
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982743
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982744
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982745
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982746
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982747
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875864,155982748
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982725
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982726
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982727
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982728
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982729
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982730
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982731
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982732
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982733
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982734
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982735
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875863,155982736
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982713
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982714
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982715
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982716
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982717
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982718
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982719
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982720
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982721
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982722
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982723
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875862,155982724
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982701
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982702
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982703
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982704
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982705
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982706
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982707
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982708
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982709
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982710
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982711
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875861,155982712
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982689
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982690
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982691
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982692
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982693
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982694
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982695
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982696
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982697
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982698
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982699
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875860,155982700
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982677
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982678
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982679
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982680
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982681
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982682
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982683
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982684
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982685
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982686
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982687
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875859,155982688
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982665
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982666
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982667
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982668
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982669
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982670
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982671
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982672
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982673
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982674
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982675
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875858,155982676
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982617
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982618
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982619
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982620
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982621
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982622
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982623
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982624
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982625
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982626
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982627
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875854,155982628
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982605
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982606
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982607
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982608
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982609
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982610
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982611
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982612
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982613
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982614
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982615
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875853,155982616
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982593
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982594
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982595
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982596
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982597
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982598
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982599
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982600
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982601
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982602
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982603
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875852,155982604
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982257
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982258
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982259
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982260
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982261
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982262
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982263
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982264
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982265
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982266
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982267
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875823,155982268
4,April,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982233
8,August,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982234
12,December,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982235
2,February,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982236
1,January,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982237
7,July,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982238
6,June,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982239
3,March,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982240
5,May,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982241
11,November,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982242
10,October,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982243
9,September,,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875821,155982244
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982137
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982138
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982139
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982140
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982141
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982142
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982143
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982144
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982145
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982146
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982147
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875813,155982148
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982125
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982126
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982127
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982128
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982129
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982130
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982131
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982132
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982133
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982134
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982135
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875812,155982136
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982113
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982114
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982115
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982116
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982117
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982118
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982119
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982120
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982121
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982122
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982123
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875811,155982124
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982101
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982102
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982103
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982104
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982105
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982106
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982107
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982108
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982109
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982110
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982111
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875810,155982112
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982089
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982090
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982091
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982092
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982093
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982094
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982095
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982096
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982097
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982098
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982099
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875809,155982100
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982077
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982078
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982079
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982080
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982081
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982082
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982083
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982084
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982085
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982086
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982087
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875808,155982088
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982065
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982066
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982067
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982068
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982069
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982070
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982071
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982072
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982073
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982074
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982075
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875807,155982076
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982053
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982054
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982055
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982056
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982057
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982058
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982059
3,March,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982060
5,May,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982061
11,November,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982062
10,October,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982063
9,September,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875806,155982064
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982041
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982042
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982043
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982044
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982045
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982046
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982047
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982048
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982049
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982050
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982051
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875805,155982052
4,April,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982029
8,August,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982030
12,December,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982031
2,February,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982032
1,January,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982033
7,July,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982034
6,June,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875804,155982035
