recdate,comptextkind,textcat,textsubcat,text,cokey,cotextkey
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Awbrig soil is a minor component.,14897203,14326961
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,14897202,14326960
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Bashaw component makes up 55 percent of the map unit. Slopes are 0 to 1 percent. This component is on terraces, alluvial fans. The parent material consists of clayey alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is high. This soil is occasionally flooded. It is frequently ponded. A seasonal zone of water saturation is at 0 inches during January, February, March, April, May, November, December. Organic matter content in the surface horizon is about 6 percent.  Nonirrigated land capability classification is 4w. Irrigated land capability classification is 4w. This soil meets hydric criteria.",14897201,14326959
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Nekia component makes up 85 percent of the map unit. Slopes are 30 to 50 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basalt and tuff. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.",14897200,14326958
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Nekia component makes up 85 percent of the map unit. Slopes are 20 to 30 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basalt and tuff. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.",14897199,14326957
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Nekia component makes up 85 percent of the map unit. Slopes are 12 to 20 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basalt and tuff. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 3e. Irrigated land capability classification is 3e. This soil does not meet hydric criteria.",14897198,14326956
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Nekia component makes up 85 percent of the map unit. Slopes are 2 to 12 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basalt and tuff. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 3e. Irrigated land capability classification is 3e. This soil does not meet hydric criteria.",14897197,14326955
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Conser soil is a minor component.,14897193,14326951
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Hazelair component makes up 85 percent of the map unit. Slopes are 7 to 20 percent. This component is on mountains, mountains. The parent material consists of colluvium derived from sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is low. Available water to a depth of 60 inches is low.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 18 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.",14897092,14326850
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Panther soil is a minor component.,14897091,14326849
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Hazelair component makes up 85 percent of the map unit. Slopes are 2 to 7 percent. This component is on mountains, mountains. The parent material consists of colluvium derived from sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is low. Available water to a depth of 60 inches is low.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 18 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14897090,14326848
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Dayton soil is a minor component.,14897082,14326840
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Conser soil is a minor component.,14897081,14326839
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Bashaw soil is a minor component.,14897080,14326838
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Awbrig component makes up 85 percent of the map unit. Slopes are 0 to 2 percent. This component is on stream terraces. The parent material consists of silty and clayey alluvium derived from mixed sources. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is moderate. This soil is rarely flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February, March, April, May, November, December. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 4w. Irrigated land capability classification is 4w. This soil meets hydric criteria.",14897079,14326837
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Witzel component makes up 85 percent of the map unit. Slopes are 30 to 75 percent. This component is on hills. The parent material consists of colluvium derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is very low. Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896956,14326714
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Witzel component makes up 85 percent of the map unit. Slopes are 3 to 30 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is very low. Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896955,14326713
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Willakenzie component makes up 85 percent of the map unit. Slopes are 30 to 50 percent. This component is on hills. The parent material consists of colluvium and residuum derived from tuffaceous sandstone. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.",14896950,14326708
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Willakenzie component makes up 85 percent of the map unit. Slopes are 20 to 30 percent. This component is on hills. The parent material consists of colluvium and residuum derived from tuffaceous sandstone. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.",14896949,14326707
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Willakenzie component makes up 85 percent of the map unit. Slopes are 12 to 20 percent. This component is on hills. The parent material consists of colluvium and residuum derived from tuffaceous sandstone. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14896948,14326706
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Willakenzie component makes up 85 percent of the map unit. Slopes are 2 to 12 percent. This component is on hills. The parent material consists of colluvium and residuum derived from tuffaceous sandstone. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is moderate.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14896947,14326705
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Wapato soil is a minor component.,14896930,14326688
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Bashaw soil is a minor component.,14896929,14326687
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Waldo component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on flood plains, terraces. The parent material consists of mixed silty and clayey alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches is high.  Shrink-swell potential is high. This soil is occasionally flooded. It is not ponded. A seasonal zone of water saturation is at 3 inches during January, February, March, April, May, November, December. Organic matter content in the surface horizon is about 6 percent.  Nonirrigated land capability classification is 3w. Irrigated land capability classification is 3w. This soil meets hydric criteria.",14896928,14326686
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Panther soil is a minor component.,14896922,14326680
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Dixonville component makes up 20 percent of the map unit. Slopes are 3 to 12 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basalt. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches is low.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14896921,14326679
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Hazelair component makes up 25 percent of the map unit. Slopes are 3 to 12 percent. This component is on hills. The parent material consists of colluvium derived from sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is low. Available water to a depth of 60 inches is low.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 18 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.",14896920,14326678
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,14896919,14326677
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Steiwer component makes up 85 percent of the map unit. Slopes are 20 to 50 percent. This component is on low hills. The parent material consists of colluvium and residuum derived from igneous or sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.",14896916,14326674
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Steiwer component makes up 85 percent of the map unit. Slopes are 12 to 20 percent. This component is on low hills. The parent material consists of colluvium and residuum derived from igneous or sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 4e. Irrigated land capability classification is 6e. This soil does not meet hydric criteria.",14896915,14326673
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Steiwer component makes up 85 percent of the map unit. Slopes are 3 to 12 percent. This component is on low hills. The parent material consists of colluvium and residuum derived from igneous or sedimentary rock. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e. Irrigated land capability classification is 3e. This soil does not meet hydric criteria.",14896914,14326672
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,The Salkum component makes up 85 percent of the map unit. Slopes are 8 to 16 percent. This component is on terraces. The parent material consists of mixed alluvium derived from glacial outwash material. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.,14896908,14326666
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,The Salkum component makes up 90 percent of the map unit. Slopes are 2 to 8 percent. This component is on terraces. The parent material consists of mixed alluvium derived from glacial outwash material. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 2e.  This soil does not meet hydric criteria.,14896907,14326665
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Bellpine component makes up 85 percent of the map unit. Slopes are 30 to 50 percent. This component is on hillslopes. The parent material consists of colluvium and residuum derived from sandstone, siltstone, and tuff breccia. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.",14896905,14326663
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Bellpine component makes up 85 percent of the map unit. Slopes are 20 to 30 percent. This component is on hillslopes. The parent material consists of colluvium and residuum derived from sandstone, siltstone, and tuff breccia. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.",14896904,14326662
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Bellpine component makes up 85 percent of the map unit. Slopes are 12 to 20 percent. This component is on hillslopes. The parent material consists of colluvium and residuum derived from sandstone, siltstone, and tuff breccia. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14896903,14326661
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Bellpine component makes up 85 percent of the map unit. Slopes are 3 to 12 percent. This component is on hillslopes. The parent material consists of colluvium and residuum derived from sandstone, siltstone, and tuff breccia. Depth to a root restrictive layer, bedrock, paralithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.",14896902,14326660
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,14896901,14326659
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,The Salem component makes up 45 percent of the map unit. Slopes are 0 to 3 percent. This component is on stream terraces. The parent material consists of gravelly mixed alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 2s. Irrigated land capability classification is 2s. This soil does not meet hydric criteria.,14896900,14326658
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,The Salem component makes up 85 percent of the map unit. Slopes are 0 to 3 percent. This component is on stream terraces. The parent material consists of gravelly mixed alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 2s. Irrigated land capability classification is 2s. This soil does not meet hydric criteria.,14896899,14326657
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Witzel component makes up 20 percent of the map unit. Slopes are 10 to 70 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is very low. Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896897,14326655
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Rock outcrop is a miscellaneous area.,14896896,14326654
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Fluvents soil is a minor component.,14896893,14326651
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Riverwash is a miscellaneous area.,14896892,14326650
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Ritner component makes up 85 percent of the map unit. Slopes are 30 to 60 percent. This component is on hills. The parent material consists of cobbly colluvium derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 7s.  This soil does not meet hydric criteria.",14896891,14326649
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Ritner component makes up 85 percent of the map unit. Slopes are 12 to 30 percent. This component is on hills. The parent material consists of cobbly colluvium derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896890,14326648
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Ritner component makes up 85 percent of the map unit. Slopes are 2 to 12 percent. This component is on hills. The parent material consists of cobbly colluvium derived from basic igneous rock. Depth to a root restrictive layer, bedrock, lithic, is 20 to 40 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 75 percent.  Nonirrigated land capability classification is 4s.  This soil does not meet hydric criteria.",14896889,14326647
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pits is a miscellaneous area.,14896883,14326641
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Urban land is a miscellaneous area.,14896882,14326640
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Philomath component makes up 60 percent of the map unit. Slopes are 12 to 45 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basic igneous rock. Depth to a root restrictive layer, bedrock, paralithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches is very low. Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896881,14326639
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Philomath component makes up 85 percent of the map unit. Slopes are 12 to 45 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basic igneous rock. Depth to a root restrictive layer, bedrock, paralithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches is very low. Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896880,14326638
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major components.  The Panther soil is a minor component.,14896879,14326637
08/11/2009 00:00:00,Nontechnical description,GENSOIL,generated,"The Philomath component makes up 85 percent of the map unit. Slopes are 3 to 12 percent. This component is on hills. The parent material consists of colluvium and residuum derived from basic igneous rock. Depth to a root restrictive layer, bedrock, paralithic, is 12 to 20 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches is very low. Shrink-swell potential is high. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.",14896878,14326636
